taxon,r,D,n_blocks,median_mb,donor_frac
Zd,1e-06,0.09560182978162307,950,14.333879750000001,0.05550785842274545
Zd,3e-06,0.07787390339739139,1015,13.1436395,0.055222635970840726
Zd,5e-06,0.06631953313090538,1045,12.7067225,0.05528665896790127
Zd,7e-06,0.05968991565844323,1073,12.261385,0.05537741156623459
Zd,1e-05,0.06923892794400643,1104,11.711889500000002,0.05525296686569816
Zd,2e-05,0.08686163852402862,1182,10.91042925,0.05526457103391538
Zd,3e-05,0.09534417500335512,1212,10.533802,0.05505313508612294
Zd,5e-05,0.10848075651756028,1264,9.922201000000001,0.055045852470207296
