taxon,r,D,n_blocks,median_mb,donor_frac
Zx,1e-06,0.10727326120272737,3150,15.341065,0.07899075899787342
Zx,3e-06,0.07960062834447967,3448,13.618408250000002,0.07881975964387097
Zx,5e-06,0.06745904700279165,3593,12.980547,0.07864003439690709
Zx,7e-06,0.06224186199814663,3682,12.62608175,0.07869446567275931
Zx,1e-05,0.06781694844354869,3822,12.15806575,0.07851794226555144
Zx,2e-05,0.078821579153187,4123,11.0514635,0.07829884494510428
Zx,3e-05,0.08648555847964845,4297,10.4948655,0.07816408619493363
Zx,5e-05,0.09943284252230089,4568,9.68942575,0.07793098522368545
